product_href,img_url,Mfr_Part,Mfr,Availability,Price,Qty,Datasheet,Mount,Shape,Material ,Package,Series,Size,Product-Status,Efficiency-Type,Height Seated ,REACH_SVHC,RoHS_Status,Category,Subcategory,Name,Title,public_id
https://www.utmel.com/productdetail/mallorysonalertproductsinc-scl120ma3ctb-3336,https://static.utmel.com/80fimg/mallorysonalert-scl120ma3ctb-0816.jpg,SCL120MA3CTB,,In Stock,,1,https://pdf.utmel.com/r/datasheets/mallorysonalertproductsinc-scl120ma3ctb-datasheets-7495.pdf,,,,Bulk,-,1.673Dia 42.50mm,Active,,43mm,,,,,,,
https://www.utmel.com/productdetail/mallorysonalertproductsinc-sce048xd2fp1b-3396,https://static.utmel.com/80fimg/mallorysonalert-sce048xd2fp1b-0383.jpg,SCE048XD2FP1B,,In Stock,,1,https://pdf.utmel.com/r/datasheets/mallorysonalertproductsinc-sce048xd2fp1b-datasheets-7800.pdf,,,,Bulk,-,1.210Dia 30.74mm,Active,,1.496 38.00mm,,,,,,,
https://www.utmel.com/productdetail/mallorysonalertproductsinc-sce028xd3dp2b-3340,https://static.utmel.com/80fimg/mallorysonalert-sce028xd3dp2b-0471.jpg,SCE028XD3DP2B,,In Stock,,1,https://pdf.utmel.com/r/datasheets/mallorysonalertproductsinc-sce028xd3dp2b-datasheets-7519.pdf,,,,Bulk,-,1.673Dia 42.50mm,Active,,1.496 38.00mm,,,,,,,
https://www.utmel.com/productdetail/mallorysonalertproductsinc-scl028md3ctb-6302,https://static.utmel.com/80fimg/mallorysonalert-scl028md3ctb-0800.jpg,SCL028MD3CTB,,In Stock,,1,https://pdf.utmel.com/r/datasheets/mallorysonalertproductsinc-scl028md3ctb-datasheets-0733.pdf,,,,Bulk,-,1.210Dia 30.74mm,Active,,-,,,,,,,
https://www.utmel.com/productdetail/mallorysonalertproductsinc-sce016ld3mp1f-6452,https://static.utmel.com/80fimg/mallorysonalert-sce016ld3mp1f-0304.jpg,SCE016LD3MP1F,,In Stock,,1,https://pdf.utmel.com/r/datasheets/mallorysonalertproductsinc-sce016ld3mp1f-datasheets-1435.pdf,,,,Bulk,-,1.692Dia 42.98mm,Active,,1.330 33.77mm,,,,,,,
https://www.utmel.com/productdetail/mallorysonalertproductsinc-scl120la3ctb-3381,https://static.utmel.com/80fimg/mallorysonalert-scl120la3ctb-8585.jpg,SCL120LA3CTB,,In Stock,,1,https://pdf.utmel.com/r/datasheets/mallorysonalertproductsinc-scl120la3ctb-datasheets-7720.pdf,-,,,Bulk,-,1.210Dia 30.74mm,Active,,0.299 7.60mm,,,,,,,
https://www.utmel.com/productdetail/mallorysonalertproductsinc-scl028ld3ctb-6345,https://static.utmel.com/80fimg/mallorysonalert-scl028ld3ctb-0792.jpg,SCL028LD3CTB,,In Stock,,1,https://pdf.utmel.com/r/datasheets/mallorysonalertproductsinc-scl028ld3ctb-datasheets-0819.pdf,-,,,Bulk,-,1.210Dia 30.74mm,Active,,1.496 38.00mm,,,,,,,
https://www.utmel.com/productdetail/mallorysonalertproductsinc-scl028xd3ctb-3384,https://static.utmel.com/80fimg/mallorysonalert-scl028xd3ctb-0790.jpg,SCL028XD3CTB,,In Stock,,1,https://pdf.utmel.com/r/datasheets/mallorysonalertproductsinc-scl028xd3ctb-datasheets-7738.pdf,Base,,,Bulk,-,1.210Dia 30.74mm,Active,,0.299 7.60mm,,,,,,,
https://www.utmel.com/productdetail/mallorysonalertproductsinc-za028sdsp1-6185,https://static.utmel.com/80dimg/mallorysonalertproductsinc-za120mact-3186.jpg,ZA028SDSP1,,In Stock,,1,https://pdf.utmel.com/r/datasheets/mallorysonalertproductsinc-za048sasr8-datasheets-5889.pdf,Panel,,,Bulk,-,1.210Dia 30.74mm,Active,,1.809 45.96mm,,,,,,,
https://www.utmel.com/productdetail/mallorysonalertproductsinc-za028sdmp1-5676,https://static.utmel.com/80dimg/mallorysonalertproductsinc-za120mact-3186.jpg,ZA028SDMP1,,In Stock,,1,https://pdf.utmel.com/r/datasheets/mallorysonalertproductsinc-za048sasr8-datasheets-5889.pdf,External,,,Bulk,-,1.210Dia 30.74mm,Active,,-,,,,,,,
https://www.utmel.com/productdetail/mallorysonalertproductsinc-sc628anj-4570,https://static.utmel.com/80dimg/mallorysonalertproductsinc-sc648ae-2130.jpg,SC628ANJ,,In Stock,,1,https://pdf.utmel.com/r/datasheets/mallorysonalertproductsinc-sc628anj-datasheets-1016.pdf,External,,,Bulk,-,1.210Dia 30.74mm,Active,,0.138 3.50mm,,,,,,,
https://www.utmel.com/productdetail/cuidevices-cem1212c-2275,https://static.utmel.com/80dimg/cuidevices-cem1212c-1657.jpg,CEM-1212C,,9394,,1,https://pdf.utmel.com/r/datasheets/cuidevices-cem1212c-datasheets-2448.pdf,-,,,Bulk,-,0.650Dia 16.50mm,1 (Unlimited),,1.399 35.54mm,,,,,,,
https://www.utmel.com/productdetail/puiaudioinc-at2250tlw50r-4336,https://static.utmel.com/80dimg/puiaudioinc-at2250tlw50r-2799.jpg,AT-2250-T-LW50-R,,In Stock,,1,https://pdf.utmel.com/r/datasheets/puiaudio-at2250tlw50r-datasheets-0015.pdf,-,,,Bulk,-,Active,Active,,1.330 33.77mm,,,,,,,
https://www.utmel.com/productdetail/mallorysonalertproductsinc-sc250m-2750,https://static.utmel.com/80oimg/mallorysonalert-sc250m-8819.jpg,SC250M,,In Stock,,1,https://pdf.utmel.com/r/datasheets/mallorysonalertproductsinc-sc250m-datasheets-5106.pdf,-,,,Bulk,-,1.210Dia 30.74mm,Active,,1.946 49.43mm,,,,,,,
https://www.utmel.com/productdetail/mallorysonalertproductsinc-sch628nr-4615,https://static.utmel.com/80dimg/mallorysonalertproductsinc-sch628nr-3068.jpg,SCH628NR,,In Stock,,1,https://pdf.utmel.com/r/datasheets/mallorysonalertproductsinc-sch628nr-datasheets-1296.pdf,Base,,,Bulk,PK,1.210Dia 30.74mm,Active,,0.559 14.20mm,,,,,,,
https://www.utmel.com/productdetail/mallorysonalertproductsinc-sch616nr-2780,https://static.utmel.com/80fimg/mallorysonalert-sch616nr-0707.jpg,SCH616NR,,In Stock,,1,https://pdf.utmel.com/r/datasheets/mallorysonalertproductsinc-sch616nr-datasheets-5256.pdf,Panel,,,Bulk,MSR,1.210Dia 30.74mm,Active,,-,,,,,,,
https://www.utmel.com/productdetail/murataelectronics-pkm13epyh4002b0-2336,https://static.utmel.com/80dimg/murataelectronics-pkm13epyh4002b0-1718.jpg,PKM13EPYH4002-B0,,117914,,1,https://pdf.utmel.com/r/datasheets/murataelectronics-pkm22epth2002b0-datasheets-313.pdf,External,,,Bulk,SC,Active,Active,,-,,,,,,,
https://www.utmel.com/productdetail/mallorysonalertproductsinc-sch110njr-2816,https://static.utmel.com/80fimg/mallorysonalert-sch110njr-0552.jpg,SCH110NJR,,In Stock,,1,https://pdf.utmel.com/r/datasheets/mallorysonalertproductsinc-sch110njr-datasheets-5404.pdf,-,,,Bulk,SC,1.210Dia 30.74mm,Active,,-,,,,,,,
https://www.utmel.com/productdetail/mallorysonalertproductsinc-sc628mn-4739,https://static.utmel.com/80dimg/mallorysonalertproductsinc-sc628mn-3190.jpg,SC628MN,,In Stock,,1,https://pdf.utmel.com/r/datasheets/mallorysonalertproductsinc-sc628mn-datasheets-2069.pdf,-,,,Bulk,ZA,-,Active,,-,,,,,,,
https://www.utmel.com/productdetail/mallorysonalertproductsinc-sch628nlr-2782,https://static.utmel.com/80fimg/mallorysonalert-sch628nlr-0600.jpg,SCH628NLR,,In Stock,,1,https://pdf.utmel.com/r/datasheets/mallorysonalertproductsinc-sch628nlr-datasheets-5266.pdf,-,,,Bulk,SC,-,Active,,1.946 49.43mm,,,,,,,
https://www.utmel.com/productdetail/mallorysonalertproductsinc-sch648ar-2795,https://static.utmel.com/80dimg/mallorysonalertproductsinc-sch648ar-1957.jpg,SCH648AR,,In Stock,,1,https://pdf.utmel.com/r/datasheets/mallorysonalertproductsinc-sch648ar-datasheets-5323.pdf,Base,,,Bulk,ZA,-,Active,,0.453 11.50mm,,,,,,,
https://www.utmel.com/productdetail/mallorysonalertproductsinc-sch648r-2806,https://static.utmel.com/80fimg/mallorysonalert-sch648r-0705.jpg,SCH648R,,In Stock,,1,https://pdf.utmel.com/r/datasheets/mallorysonalertproductsinc-sch648r-datasheets-5376.pdf,Panel,,,Bulk,ZA,-,Active,,-,,,,,,,
https://www.utmel.com/productdetail/omronautomationandsafety-m2bjb06b-3107,https://static.utmel.com/80dimg/omronautomationandsafety-m2bjbh24ed-1956.jpg,M2BJ-B06B,,In Stock,,1,https://pdf.utmel.com/r/datasheets/omronautomationandsafety-m2bjbh24ed-datasheets-5314.pdf,External,,,Bulk,AS,-,Active,,56.7mm,,,,,,,
https://www.utmel.com/productdetail/mallorysonalertproductsinc-sch416r-2771,https://static.utmel.com/80fimg/mallorysonalert-sch416r-0696.jpg,SCH416R,,In Stock,,1,https://pdf.utmel.com/r/datasheets/mallorysonalertproductsinc-sch416r-datasheets-5214.pdf,External,,,Bulk,CMS,-,Active,,42.5mm,,,,,,,
https://www.utmel.com/productdetail/mallorysonalertproductsinc-sch105r-2786,https://static.utmel.com/80fimg/mallorysonalert-sch105r-0667.jpg,SCH105R,,In Stock,,1,https://pdf.utmel.com/r/datasheets/mallorysonalertproductsinc-sch105r-datasheets-5283.pdf,-,,,Bulk,AS,-,Active,,56.7mm,,,,,,,
https://www.utmel.com/productdetail/mallorysonalertproductsinc-sch628dr-2801,https://static.utmel.com/80fimg/mallorysonalert-sch628dr-0734.jpg,SCH628DR,,In Stock,,1,https://pdf.utmel.com/r/datasheets/mallorysonalertproductsinc-sch628dr-datasheets-5358.pdf,-,,,Bulk,CMS,-,Active,,42.5mm,,,,,,,
https://www.utmel.com/productdetail/mallorysonalertproductsinc-sch110npr-2810,https://static.utmel.com/80fimg/mallorysonalert-sch110npr-0658.jpg,SCH110NPR,,In Stock,,1,https://pdf.utmel.com/r/datasheets/mallorysonalertproductsinc-sch110npr-datasheets-5389.pdf,-,,,Bulk,-,-,Active,,56.7mm,,,,,,,
https://www.utmel.com/productdetail/mallorysonalertproductsinc-msr516nr-2283,https://static.utmel.com/80dimg/mallorysonalertproductsinc-msr516nr-1665.jpg,MSR516NR,,1379,,1,https://pdf.utmel.com/r/datasheets/mallorysonalertproductsinc-msr516nr-datasheets-2507.pdf,Base,,,Bulk,-,2,Active,,-,,,,,,,
https://www.utmel.com/productdetail/mallorysonalertproductsinc-sce016xd3mg1w-3444,https://static.utmel.com/80fimg/mallorysonalert-sce016xd3mg1w-0424.jpg,SCE016XD3MG1W,,In Stock,,1,https://pdf.utmel.com/r/datasheets/mallorysonalertproductsinc-sce016xd3mg1w-datasheets-8070.pdf,Panel,,,Bulk,-,-,Active,,56.7mm,,,,,,,
https://www.utmel.com/productdetail/mallorysonalertproductsinc-sce048md2dd1b-3218,https://static.utmel.com/80fimg/mallorysonalert-sce048md2dd1b-0496.jpg,SCE048MD2DD1B,,In Stock,,1,https://pdf.utmel.com/r/datasheets/mallorysonalertproductsinc-sce048md2dd1b-datasheets-6887.pdf,External,,,Bulk,-,-,Active,,56.7mm,,,,,,,
https://www.utmel.com/productdetail/murataelectronics-pkm17epph4001b0-2313,https://static.utmel.com/80dimg/murataelectronics-pkm17epph4001b0-1695.jpg,PKM17EPPH4001-B0,,12839,,1,https://pdf.utmel.com/r/datasheets/murataelectronics-pkm22epth2002b0-datasheets-313.pdf,-,,,Bulk,-,-,Active,,56.7mm,,,,,,,
https://www.utmel.com/productdetail/puiaudioinc-at1220tt5r-5048,https://static.utmel.com/80dimg/puiaudioinc-at1220tt5r-3477.jpg,AT-1220-TT-5-R,,In Stock,,1,https://pdf.utmel.com/r/datasheets/puiaudio-at1220tt5r-datasheets-1092.pdf,-,,,Bulk,-,-,1 (Unlimited),,56.7mm,,,,,,,
https://www.utmel.com/productdetail/cuidevices-cem1612-2364,https://static.utmel.com/80dimg/cuidevices-cem1612-1746.jpg,CEM-1612,,7517,,1,https://pdf.utmel.com/r/datasheets/cuidevices-cem1612-datasheets-3025.pdf,Through Hole,,,Bulk,-,-,Active,,56.7mm,,,,,,,
https://www.utmel.com/productdetail/cuidevices-cep2242-2271,https://static.utmel.com/80dimg/cuidevices-cep2242-1653.jpg,CEP-2242,,6960,,1,https://pdf.utmel.com/r/datasheets/cuidevices-cep2242-datasheets-2421.pdf,-,,,Bulk,-,-,Active,,56.7mm,,,,,,,
https://www.utmel.com/productdetail/murataelectronics-pkm22epph4001b0-5016,https://static.utmel.com/80dimg/murataelectronics-pkm22epph4001b0-3445.jpg,PKM22EPPH4001-B0,,314,,1,https://pdf.utmel.com/r/datasheets/murataelectronics-pkm22epth2002b0-datasheets-313.pdf,300,,,Bulk,-,-,Active,,16.5mm,,,,,,,
https://www.utmel.com/productdetail/murataelectronics-pklcs1212e2000r1-2073,https://static.utmel.com/80dimg/murataelectronics-pklcs1212e40a1r1-1454.jpg,PKLCS1212E2000-R1,,746,,1,https://pdf.utmel.com/r/datasheets/murataelectronics-pkm22epth2002b0-datasheets-313.pdf,-,,,Bulk,-,-,Active,,16.9mm,,,,,,,
https://www.utmel.com/productdetail/cuidevices-cem1601-4896,https://static.utmel.com/80dimg/cuidevices-cem1601-3332.jpg,CEM-1601,,391,,1,https://pdf.utmel.com/r/datasheets/cuidevices-cem1601-datasheets-3018.pdf,PCB,,,Bulk,-,-,Active,,56.7mm,,,,,,,
https://www.utmel.com/productdetail/murataelectronics-pkm22epph4007b0-2316,https://static.utmel.com/80dimg/murataelectronics-pkm22epph4007b0-1698.jpg,PKM22EPPH4007-B0,,39427,,1,https://pdf.utmel.com/r/datasheets/murataelectronics-pkm22epth2002b0-datasheets-313.pdf,-,,,Bulk,-,-,Active,,56.7mm,,,,,,,
https://www.utmel.com/productdetail/puiaudioinc-smt0540t7r-2386,https://static.utmel.com/80dimg/puiaudioinc-smt0540t7r-1751.jpg,SMT-0540-T-7-R,,In Stock,,1,https://pdf.utmel.com/r/datasheets/puiaudio-smt0540t7r-datasheets-8234.pdf,-,,,Bulk,-,-,Active,,56.7mm,,,,,,,
https://www.utmel.com/productdetail/murataelectronics-pkm22epph4012b0-2341,https://static.utmel.com/80dimg/murataelectronics-pkm22epph4012b0-1723.jpg,PKM22EPPH4012-B0,,567,,1,https://pdf.utmel.com/r/datasheets/murataelectronics-pkm22epth2002b0-datasheets-313.pdf,Panel,,,Bulk,-,-,Active,,-,,,,,,,
https://www.utmel.com/productdetail/mallorysonalertproductsinc-sc628h-4726,https://static.utmel.com/80dimg/mallorysonalertproductsinc-sc628r-1685.jpg,SC628H,,1,,1,https://pdf.utmel.com/r/datasheets/mallorysonalertproductsinc-sc628h-datasheets-1963.pdf,-,,,Bulk,-,-,Active,,56.7mm,,,,,,,
https://www.utmel.com/productdetail/mallorysonalertproductsinc-sc110q-4857,https://static.utmel.com/80dimg/mallorysonalertproductsinc-sc110q-3305.jpg,SC110Q,,In Stock,,1,https://pdf.utmel.com/r/datasheets/mallorysonalertproductsinc-sc110q-datasheets-2818.pdf,-,,,Bulk,,-,Active,,-,,,,,,,
https://www.utmel.com/productdetail/murataelectronics-pkm17epp2002b0-4551,https://static.utmel.com/80dimg/murataelectronics-pkm17epp2002b0-3004.jpg,PKM17EPP-2002-B0,,In Stock,,1,https://pdf.utmel.com/r/datasheets/murataelectronics-pkm22epth2002b0-datasheets-313.pdf,External,,,Bulk,,-,Active,,-,,,,,,,
https://www.utmel.com/productdetail/puiaudioinc-x2629twtr-2305,https://static.utmel.com/80dimg/puiaudioinc-x2629twtr-1687.jpg,X-2629-TWT-R,,In Stock,,1,,Surface Mount,,,Bulk,,-,Active,,-,,,,,,,
https://www.utmel.com/productdetail/mallorysonalertproductsinc-za120lasu2-3122,https://static.utmel.com/80dimg/mallorysonalertproductsinc-za028lasu2-2102.jpg,ZA120LASU2,,In Stock,,1,https://pdf.utmel.com/r/datasheets/mallorysonalertproductsinc-za120lasu2-datasheets-6364.pdf,Surface Mount,,,Tray,,-,Active,,-,,,,,,,
https://www.utmel.com/productdetail/puiaudioinc-at3425twtr-2253,https://static.utmel.com/80dimg/puiaudioinc-at3425twtr-1635.jpg,AT-3425-TWT-R,,238,,1,,-,,,Bulk,SC,-,Active,,-,,,,,,,
https://www.utmel.com/productdetail/mallorysonalertproductsinc-sc628ar-4709,https://static.utmel.com/80dimg/mallorysonalertproductsinc-sc648ae-2130.jpg,SC628AR,,In Stock,,1,https://pdf.utmel.com/r/datasheets/mallorysonalertproductsinc-sc628ar-datasheets-1845.pdf,-,,,Bulk,ZA,-,Active,,-,,,,,,,
https://www.utmel.com/productdetail/mallorysonalertproductsinc-sc616cpr-4787,https://static.utmel.com/80dimg/mallorysonalertproductsinc-sc648ae-2130.jpg,SC616CPR,,In Stock,,1,https://pdf.utmel.com/r/datasheets/mallorysonalertproductsinc-sc616cpr-datasheets-2382.pdf,200,,,Bulk,ZA,-,Active,,-,,,,,,,
https://www.utmel.com/productdetail/mallorysonalertproductsinc-za028lasu2-3050,https://static.utmel.com/80dimg/mallorysonalertproductsinc-za028lasu2-2102.jpg,ZA028LASU2,,In Stock,,1,https://pdf.utmel.com/r/datasheets/mallorysonalertproductsinc-za028lasu2-datasheets-5962.pdf,Base,,,Bulk,AS,2,Active,,-,,,,,,,
https://www.utmel.com/productdetail/puiaudioinc-ai4228pfp250r-4689,https://static.utmel.com/80dimg/puiaudioinc-ai4228pfp250r-3142.jpg,AI-4228-P-FP250-R,,In Stock,,1,https://pdf.utmel.com/r/datasheets/puiaudio-ai4228pfp250r-datasheets-0444.pdf,Base,,,Bulk,CMS,-,Active,,-,,,,,,,
https://www.utmel.com/productdetail/mallorysonalertproductsinc-za028ldsu2-5164,https://static.utmel.com/80dimg/mallorysonalertproductsinc-za028lasu2-2102.jpg,ZA028LDSU2,,In Stock,,1,https://pdf.utmel.com/r/datasheets/mallorysonalertproductsinc-za028ldsu2-datasheets-4876.pdf,Panel,,,Bulk,AS,-,Active,,-,,,,,,,
https://www.utmel.com/productdetail/mallorysonalertproductsinc-za120ladp3-6615,https://static.utmel.com/80dimg/mallorysonalertproductsinc-za028lasu2-2102.jpg,ZA120LADP3,,In Stock,,1,https://pdf.utmel.com/r/datasheets/mallorysonalertproductsinc-za048sasr8-datasheets-5889.pdf,-,,,Bulk,CMS,-,Active,,-,,,,,,,
https://www.utmel.com/productdetail/mallorysonalertproductsinc-sc628nd-6311,https://static.utmel.com/80dimg/mallorysonalertproductsinc-sc648ae-2130.jpg,SC628ND,,In Stock,,1,https://pdf.utmel.com/r/datasheets/mallorysonalertproductsinc-sc628nd-datasheets-0761.pdf,,,,Bulk,-,-,Active,,-,,,,,,,
https://www.utmel.com/productdetail/mallorysonalertproductsinc-msr414nsr-5504,https://static.utmel.com/80dimg/mallorysonalertproductsinc-msr516nr-1665.jpg,MSR414NSR,,In Stock,,1,https://pdf.utmel.com/r/datasheets/mallorysonalertproductsinc-pk21a29wq-datasheets-305.pdf,-,,,Bulk,-,-,Active,,-,,,,,,,
https://www.utmel.com/productdetail/mallorysonalertproductsinc-za120madp2-6437,https://static.utmel.com/80dimg/mallorysonalertproductsinc-za120mact-3186.jpg,ZA120MADP2,,In Stock,,1,https://pdf.utmel.com/r/datasheets/mallorysonalertproductsinc-za048sasr8-datasheets-5889.pdf,-,,,Bulk,-,-,Active,,-,,,,,,,
https://www.utmel.com/productdetail/mallorysonalertproductsinc-za120madp3-6440,https://static.utmel.com/80dimg/mallorysonalertproductsinc-za120mact-3186.jpg,ZA120MADP3,,In Stock,,1,https://pdf.utmel.com/r/datasheets/mallorysonalertproductsinc-za048sasr8-datasheets-5889.pdf,-,,,Bulk,-,-,Active,,-,,,,,,,
https://www.utmel.com/productdetail/murataelectronics-pkm22epth2001b0-4811,https://static.utmel.com/80dimg/murataelectronics-pkm22epth2001b0-3262.jpg,PKM22EPTH2001-B0,,In Stock,,1,https://pdf.utmel.com/r/datasheets/murataelectronics-pkm22epth2002b0-datasheets-313.pdf,-,,,Bulk,-,-,Active,,42.85mm,,,,,,,
https://www.utmel.com/productdetail/puiaudioinc-ai4328pc28r-4695,https://static.utmel.com/80dimg/puiaudioinc-ai4328pc28r-3148.jpg,AI-4328-P-C28-R,,In Stock,,1,https://pdf.utmel.com/r/datasheets/puiaudio-ai4328pc28r-datasheets-0457.pdf,-,,,Bulk,-,-,Active,,5.5mm,,,,,,,
https://www.utmel.com/productdetail/puiaudioinc-xl5530llw300sr-4581,https://static.utmel.com/80dimg/puiaudioinc-xl5530llw300sr-3034.jpg,XL-5530L-LW300-S-R,,120,,1,,,,,Bulk,-,-,Active,,16.5mm,,,,,,,
https://www.utmel.com/productdetail/puiaudioinc-smt0827s2r-2129,https://static.utmel.com/80dimg/puiaudioinc-smt0827s2r-1456.jpg,SMT-0827-S-2-R,,In Stock,,1,,,,,Bulk,-,-,Active,,9mm,,,,,,,
https://www.utmel.com/productdetail/cuidevices-cmt8530ssmttr-2287,https://static.utmel.com/80dimg/cuidevices-cmt8530ssmttr-1539.jpg,CMT-8530S-SMT-TR,,382,,1,https://pdf.utmel.com/r/datasheets/cuidevices-cmt8530ssmttr-datasheets-1658.pdf,,,,Bulk,-,2,Active,,5.6mm,,,,,,,
https://www.utmel.com/productdetail/omronautomationandsafety-m2bjb24-4714,https://static.utmel.com/80dimg/omronautomationandsafety-m2bjbh24ed-1956.jpg,M2BJ-B24,,In Stock,,1,https://pdf.utmel.com/r/datasheets/omronautomationandsafety-m2bjbh24ed-datasheets-5314.pdf,,,,Bulk,-,-,Active,,23.5mm,,,,,,,
https://www.utmel.com/productdetail/mallorysonalertproductsinc-za120saps1-6476,https://static.utmel.com/80fimg/mallorysonalert-za120saps1-1542.jpg,ZA120SAPS1,,In Stock,,1,https://pdf.utmel.com/r/datasheets/mallorysonalertproductsinc-za120saps1-datasheets-1604.pdf,,,,Bulk,-,-,Active,,16mm,,,,,,,
https://www.utmel.com/productdetail/cuidevices-cep2202as-2330,https://static.utmel.com/80dimg/cuidevices-cep2202as-1712.jpg,CEP-2202AS,,780,,1,https://pdf.utmel.com/r/datasheets/cuidevices-cep2202as-datasheets-2810.pdf,,,,Bulk,-,-,Active,,43mm,,,,,,,
https://www.utmel.com/productdetail/puiaudioinc-ai4228pc120r-4842,https://static.utmel.com/80dimg/puiaudioinc-ai4228pc120r-3292.jpg,AI-4228-P-C120-R,,In Stock,,1,https://pdf.utmel.com/r/datasheets/puiaudio-ai4228pc120r-datasheets-0805.pdf,,,,Bulk,-,-,Active,,1.496 38.00mm,,,,,,,
https://www.utmel.com/productdetail/puiaudioinc-ai4219pc28r-5137,https://static.utmel.com/80dimg/puiaudioinc-ai4219pc28r-3565.jpg,AI-4219-P-C28-R,,In Stock,,1,https://pdf.utmel.com/r/datasheets/puiaudio-ai4219pc28r-datasheets-1267.pdf,,,,Bulk,-,-,Active,,1.496 38.00mm,,,,,,,
https://www.utmel.com/productdetail/cuidevices-cep1162-2288,https://static.utmel.com/80dimg/cuidevices-cep1162-1670.jpg,CEP-1162,,2528,,1,https://pdf.utmel.com/r/datasheets/cuidevices-cep1162-datasheets-2544.pdf,,,,Bulk,-,-,Active,,-,,,,,,,
https://www.utmel.com/productdetail/cuidevices-cep2224-2270,https://static.utmel.com/80dimg/cuidevices-cep2224-1652.jpg,CEP-2224,,1000,,1,https://pdf.utmel.com/r/datasheets/cuidevices-cep2224-datasheets-2409.pdf,,,,Bulk,-,-,Active,,1.330 33.77mm,,,,,,,
https://www.utmel.com/productdetail/mallorysonalertproductsinc-za120sadp2-6453,https://static.utmel.com/80dimg/mallorysonalertproductsinc-za120mact-3186.jpg,ZA120SADP2,,In Stock,,1,https://pdf.utmel.com/r/datasheets/mallorysonalertproductsinc-za048sasr8-datasheets-5889.pdf,,,,Bulk,-,-,Active,,0.299 7.60mm,,,,,,,
https://www.utmel.com/productdetail/mallorysonalertproductsinc-za120sasp1-6468,https://static.utmel.com/80dimg/mallorysonalertproductsinc-za120mact-3186.jpg,ZA120SASP1,,In Stock,,1,https://pdf.utmel.com/r/datasheets/mallorysonalertproductsinc-za048sasr8-datasheets-5889.pdf,,,,Bulk,-,-,Active,,1.496 38.00mm,,,,,,,
https://www.utmel.com/productdetail/mallorysonalertproductsinc-sc648ahr-6596,https://static.utmel.com/80cimg/mallorysonalertproductsinc-sc648ahr-8213.jpg,SC648AHR,,In Stock,,1,https://pdf.utmel.com/r/datasheets/mallorysonalertproductsinc-sc616j-datasheets-283.pdf,,,,Bulk,-,-,Active,,0.299 7.60mm,,,,,,,
https://www.utmel.com/productdetail/cuidevices-cep1110-4575,https://static.utmel.com/80dimg/cuidevices-cep1110-3028.jpg,CEP-1110,,800,,1,https://pdf.utmel.com/r/datasheets/cuidevices-cep1110-datasheets-1044.pdf,,,,Bulk,-,-,1 (Unlimited),,1.809 45.96mm,,,,,,,
https://www.utmel.com/productdetail/cuidevices-cep2202a-5017,https://static.utmel.com/80dimg/cuidevices-cep2202a-3446.jpg,CEP-2202A,,788,,1,https://pdf.utmel.com/r/datasheets/cuidevices-cep2202a-datasheets-3873.pdf,,,,Bulk,-,,Active,,-,,,,,,,
https://www.utmel.com/productdetail/cuidevices-cd1206smt-2197,https://static.utmel.com/80dimg/cuidevices-cd1206smt-1582.jpg,CD-1206-SMT,,11776,,1,https://pdf.utmel.com/r/datasheets/cuidevices-cd1206smt-datasheets-2027.pdf,,,,Bulk,-,0.945Lx0.709W 24.00mmx18.00mm,Active,,0.138 3.50mm,,,,,,,
https://www.utmel.com/productdetail/cuidevices-cpe827-2393,https://static.utmel.com/80dimg/cuidevices-cpe827-1775.jpg,CPE-827,,37629,,1,https://pdf.utmel.com/r/datasheets/cuidevices-cpe827-datasheets-3175.pdf,,,,Bulk,-,0.945Lx0.709W 24.00mmx18.00mm,Active,,1.399 35.54mm,,,,,,,
https://www.utmel.com/productdetail/cuidevices-cep2280-4407,https://static.utmel.com/80dimg/cuidevices-cep2280-2869.jpg,CEP-2280,,720,,1,https://pdf.utmel.com/r/datasheets/cuidevices-cep2280-datasheets-0122.pdf,,,,Bulk,-,Active,Active,,1.330 33.77mm,,,,,,,
https://www.utmel.com/productdetail/omronautomationandsafety-m2bjb24b-5246,https://static.utmel.com/80dimg/omronautomationandsafety-m2bjbh24ed-1956.jpg,M2BJ-B24B,,In Stock,,,https://pdf.utmel.com/r/datasheets/omronautomationandsafety-m2bjbh24ed-datasheets-5314.pdf,-,,,Bulk,-,1.692Dia 42.98mm,Active,,1.946 49.43mm,,,,,,,
https://www.utmel.com/productdetail/mallorysonalertproductsinc-sc628nr-2544,https://static.utmel.com/80dimg/mallorysonalertproductsinc-sc628r-1685.jpg,SC628NR,,In Stock,,1,https://pdf.utmel.com/r/datasheets/mallorysonalertproductsinc-sc628nr-datasheets-3951.pdf,-,,,Bulk,-,0.504Lx0.504W 12.80mmx12.80mm,Active,,0.559 14.20mm,,,,,,,
https://www.utmel.com/productdetail/omronautomationandsafety-m2bjb06a-3327,https://static.utmel.com/80dimg/omronautomationandsafety-m2bjbh24ed-1956.jpg,M2BJ-B06A,,In Stock,,1,https://pdf.utmel.com/r/datasheets/omronautomationandsafety-m2bjbh24ed-datasheets-5314.pdf,Base,,,Bulk,-,0.945Lx0.709W 24.00mmx18.00mm,Active,,-,,,,,,,
https://www.utmel.com/productdetail/omronautomationandsafety-m2bjb24c-3237,https://static.utmel.com/80dimg/omronautomationandsafety-m2bjbh24ed-1956.jpg,M2BJ-B24C,,In Stock,,1,https://pdf.utmel.com/r/datasheets/omronautomationandsafety-m2bjbh24ed-datasheets-5314.pdf,Panel,,,Bulk,-,0.504Lx0.504W 12.80mmx12.80mm,Active,,-,,,,,,,
